Source,Target,Weight_s1,Weight_s2,Weight_s3,Total_Weight
FARMER,JON,0.0,0.0,8.0,8.0
FARMER,MEERA,0.0,0.0,2.0,2.0
FARMER,ORELL,0.0,0.0,4.0,4.0
FARMER,OSHA,0.0,0.0,2.0,2.0
FARMER,RICKON,0.0,0.0,2.0,2.0
FARMER,TORMUND,0.0,0.0,7.0,7.0
FARMER,YGRITTE,0.0,0.0,6.0,6.0
FREY_DAUGHTER,ROBB,0.0,2.0,0.0,2.0
FREY_SEPTON,ROSLIN,0.0,0.0,2.0,2.0
FREY_SEPTON,WALDER,0.0,0.0,2.0,2.0
GALBART_GLOVER,GREATJON_UMBER,2.0,0.0,0.0,2.0
GALBART_GLOVER,JONOS_BRACKEN,2.0,0.0,0.0,2.0
GALBART_GLOVER,ROBB,2.0,0.0,0.0,2.0
GARED,ROYCE,5.0,0.0,0.0,5.0
GARED,WILL,4.0,0.0,0.0,4.0
GENDRY,HOT_PIE,3.0,28.0,9.0,40.0
GENDRY,HOUND,0.0,0.0,5.0,5.0
GENDRY,JAQEN,0.0,4.0,0.0,4.0
GENDRY,LOMMY,0.0,4.0,0.0,4.0
GENDRY,MELISANDRE,0.0,0.0,46.0,46.0
GENDRY,MOUNTAIN,0.0,3.0,0.0,3.0
GENDRY,NED,12.0,2.0,0.0,14.0
GENDRY,ROBERT,0.0,0.0,3.0,3.0
GENDRY,RORGE,0.0,3.0,0.0,3.0
GENDRY,STANNIS,0.0,0.0,9.0,9.0
GENDRY,THOROS,0.0,0.0,20.0,20.0
GENDRY,TICKLER,0.0,6.0,0.0,6.0
GENDRY,TOBHO_MOTT,5.0,0.0,0.0,5.0
GENDRY,TYWIN,0.0,4.0,2.0,6.0
GENDRY,VARYS,2.0,0.0,0.0,2.0
GENDRY,YOREN,2.0,7.0,0.0,9.0
GERARD,RENLY,0.0,5.0,0.0,5.0
GILLY,GRENN,0.0,2.0,0.0,2.0
GILLY,HODOR,0.0,0.0,3.0,3.0
GILLY,JOJEN,0.0,0.0,4.0,4.0
GILLY,JON,0.0,10.0,0.0,10.0
GILLY,MAESTER_AEMON,0.0,0.0,10.0,10.0
GILLY,MEERA,0.0,0.0,8.0,8.0
GILLY,RANDYLL,0.0,0.0,3.0,3.0
GILLY,RAST,0.0,0.0,2.0,2.0
GILLY,SAM,0.0,24.0,95.0,119.0
GREATJON_UMBER,JAIME,3.0,0.0,0.0,3.0
GREATJON_UMBER,NED,2.0,0.0,0.0,2.0
GREATJON_UMBER,RENLY,2.0,0.0,0.0,2.0
GREATJON_UMBER,RICKARD_KARSTARK,2.0,0.0,0.0,2.0
GREATJON_UMBER,ROBB,31.0,0.0,0.0,31.0
GREATJON_UMBER,RODRIK,7.0,0.0,0.0,7.0
GREATJON_UMBER,STANNIS,2.0,0.0,0.0,2.0
GREATJON_UMBER,THEON,11.0,0.0,0.0,11.0
GREATJON_UMBER,TYWIN,3.0,0.0,0.0,3.0
GREATJON_UMBER,WALDER,2.0,0.0,0.0,2.0
GREIZHEN,JORAH,0.0,0.0,2.0,2.0
GREIZHEN,KRAZNYS_MO_NAKLOZ,0.0,0.0,2.0,2.0
GREIZHEN,MISSANDEI,0.0,0.0,4.0,4.0
GRENN,JEOR,4.0,0.0,7.0,11.0
GRENN,JON,24.0,6.0,0.0,30.0
GRENN,KARL_TANNER,0.0,0.0,2.0,2.0
GRENN,PYP,36.0,0.0,0.0,36.0
GRENN,RAST,6.0,0.0,17.0,23.0
GRENN,SAM,16.0,34.0,9.0,59.0
GRENN,TYRION,6.0,0.0,0.0,6.0
GREY_WORM,JORAH,0.0,0.0,12.0,12.0
GREY_WORM,MERO,0.0,0.0,2.0,2.0
GREY_WORM,MISSANDEI,0.0,0.0,2.0,2.0
HARREN,TYWIN,0.0,2.0,0.0,2.0
HAYLENE,HOUND,0.0,4.0,0.0,4.0
HAYLENE,JOFFREY,0.0,4.0,0.0,4.0
HAYLENE,PODRICK,0.0,2.0,0.0,2.0
HAYLENE,TYRION,0.0,13.0,0.0,13.0
HIGH_SEPTON,JOFFREY,0.0,0.0,3.0,3.0
HIGH_SEPTON,LORAS,0.0,0.0,2.0,2.0
HIGH_SEPTON,MARGAERY,0.0,0.0,3.0,3.0
HIGH_SEPTON,MYRCELLA,0.0,2.0,0.0,2.0
HIGH_SEPTON,NED,2.0,0.0,0.0,2.0
HIGH_SEPTON,OLENNA,0.0,0.0,2.0,2.0
HIGH_SEPTON,PYCELLE,0.0,0.0,2.0,2.0
HIGH_SEPTON,SANSA,0.0,0.0,2.0,2.0
HIGH_SEPTON,TYRION,0.0,0.0,2.0,2.0
HIGH_SEPTON,TYWIN,0.0,0.0,2.0,2.0
HODOR,JOJEN,0.0,0.0,23.0,23.0
HODOR,JON,0.0,0.0,2.0,2.0
HODOR,MAESTER_LUWIN,0.0,9.0,0.0,9.0
HODOR,MEERA,0.0,0.0,14.0,14.0
HODOR,ORELL,0.0,0.0,3.0,3.0
HODOR,OSHA,2.0,22.0,14.0,38.0
HODOR,RICKON,0.0,16.0,9.0,25.0
HODOR,ROBB,3.0,0.0,0.0,3.0
HODOR,SAM,0.0,0.0,8.0,8.0
HODOR,THEON,3.0,5.0,0.0,8.0
HODOR,TORMUND,0.0,0.0,2.0,2.0
HODOR,TYRION,3.0,0.0,0.0,3.0
HODOR,YGRITTE,0.0,0.0,2.0,2.0
HOSTER,ROBB,0.0,0.0,5.0,5.0
HOSTER,WALDER,3.0,0.0,3.0,6.0
HOT_PIE,JAQEN,0.0,3.0,0.0,3.0
HOT_PIE,LOMMY,0.0,10.0,0.0,10.0
HOT_PIE,LOMMY_GREENHANDS,12.0,0.0,0.0,12.0
HOT_PIE,MOUNTAIN,0.0,3.0,0.0,3.0
HOT_PIE,POLLIVER,0.0,2.0,0.0,2.0
HOT_PIE,THOROS,0.0,0.0,6.0,6.0
HOT_PIE,TICKLER,0.0,2.0,0.0,2.0
HOUND,ILYN_PAYNE,3.0,0.0,2.0,5.0
HOUND,JAIME,2.0,0.0,0.0,2.0
HOUND,JOFFREY,16.0,48.0,3.0,67.0
HOUND,LANCEL,0.0,9.0,0.0,9.0
HOUND,LITTLEFINGER,5.0,0.0,0.0,5.0
HOUND,LORAS,4.0,0.0,0.0,4.0
HOUND,MERYN_TRANT,8.0,5.0,2.0,15.0
HOUND,MOUNTAIN,5.0,0.0,0.0,5.0
HOUND,NED,10.0,2.0,2.0,14.0
HOUND,PODRICK,0.0,4.0,0.0,4.0
HOUND,ROBB,2.0,0.0,2.0,4.0
HOUND,ROBERT,6.0,0.0,0.0,6.0
HOUND,ROOSE_BOLTON,0.0,0.0,2.0,2.0
HOUND,SANSA,19.0,40.0,0.0,59.0
HOUND,SHAE,0.0,3.0,0.0,3.0
HOUND,STANNIS,0.0,2.0,0.0,2.0
HOUND,THOROS,0.0,0.0,17.0,17.0
HOUND,TOMMEN,0.0,2.0,0.0,2.0
HOUND,TYRION,10.0,29.0,0.0,39.0
HOUND,YOREN,2.0,0.0,0.0,2.0
HUGH_OF_THE_VALE,JON_ARRYN,2.0,0.0,0.0,2.0
HUGH_OF_THE_VALE,JORY_CASSEL,7.0,0.0,0.0,7.0
HUGH_OF_THE_VALE,LITTLEFINGER,4.0,0.0,0.0,4.0
HUGH_OF_THE_VALE,MOUNTAIN,2.0,0.0,0.0,2.0
HUGH_OF_THE_VALE,NED,6.0,0.0,0.0,6.0
HUGH_OF_THE_VALE,SANSA,2.0,0.0,0.0,2.0
ILLYRIO,JORAH,2.0,0.0,0.0,2.0
ILLYRIO,VARYS,9.0,0.0,0.0,9.0
ILLYRIO,VISERYS,25.0,0.0,0.0,25.0
ILYN_PAYNE,JOFFREY,4.0,0.0,2.0,6.0
ILYN_PAYNE,LANCEL,0.0,2.0,0.0,2.0
ILYN_PAYNE,MERYN_TRANT,2.0,0.0,2.0,4.0
ILYN_PAYNE,NED,4.0,0.0,2.0,6.0
ILYN_PAYNE,SANSA,4.0,4.0,0.0,8.0
ILYN_PAYNE,SHAE,0.0,4.0,0.0,4.0
ILYN_PAYNE,TOMMEN,0.0,2.0,0.0,2.0
ILYN_PAYNE,VARYS,2.0,0.0,0.0,2.0
ILYN_PAYNE,YOREN,4.0,0.0,0.0,4.0
IRRI,JHIQUI,3.0,0.0,0.0,3.0
IRRI,JORAH,9.0,2.0,0.0,11.0
IRRI,KOVARRO,0.0,3.0,0.0,3.0
IRRI,RAKHARO,11.0,0.0,0.0,11.0
IRRI,VISERYS,3.0,0.0,0.0,3.0
IRRI,XARO,0.0,3.0,0.0,3.0
JACKS,JAIME,0.0,2.0,0.0,2.0
JAIME,JOFFREY,6.0,7.0,0.0,13.0
JAIME,JON,10.0,2.0,0.0,12.0
JAIME,JON_ARRYN,2.0,0.0,0.0,2.0
JAIME,JORY_CASSEL,27.0,0.0,0.0,27.0
JAIME,KEVAN,5.0,0.0,0.0,5.0
JAIME,LITTLEFINGER,5.0,2.0,0.0,7.0
JAIME,LOCKE,0.0,0.0,59.0,59.0
JAIME,LORAS,0.0,0.0,2.0,2.0
JAIME,MATTHOS,0.0,3.0,0.0,3.0
JAIME,NED,53.0,5.0,2.0,60.0
JAIME,PYCELLE,0.0,0.0,2.0,2.0
JAIME,QYBURN,0.0,0.0,51.0,51.0
JAIME,RENLY,0.0,0.0,6.0,6.0
JAIME,RICKARD_KARSTARK,0.0,4.0,0.0,4.0
JAIME,RICKARD_STARK,2.0,0.0,0.0,2.0
JAIME,ROBB,10.0,31.0,3.0,44.0
JAIME,ROBERT,20.0,3.0,0.0,23.0
JAIME,ROOSE_BOLTON,0.0,0.0,29.0,29.0
JAIME,ROS,4.0,0.0,0.0,4.0
JAIME,SANSA,2.0,0.0,0.0,2.0
JAIME,SELWYN,0.0,0.0,3.0,3.0
JAIME,STANNIS,0.0,4.0,2.0,6.0
JAIME,STEELSHANKS_WALTON,0.0,0.0,14.0,14.0
JAIME,THEON,4.0,0.0,0.0,4.0
JAIME,TORRHEN,0.0,3.0,0.0,3.0
JAIME,TYRION,34.0,12.0,4.0,50.0
JAIME,TYSHA,2.0,0.0,0.0,2.0
JAIME,TYWIN,34.0,8.0,11.0,53.0
JANOS,JOFFREY,0.0,4.0,0.0,4.0
JANOS,LITTLEFINGER,2.0,4.0,0.0,6.0
JANOS,MHAEGEN,0.0,4.0,0.0,4.0
JANOS,NED,13.0,0.0,0.0,13.0
JANOS,PODRICK,0.0,3.0,0.0,3.0
JANOS,PYCELLE,2.0,2.0,0.0,4.0
JANOS,RENLY,3.0,0.0,0.0,3.0
JANOS,ROS,0.0,4.0,0.0,4.0
JANOS,TYRION,0.0,39.0,0.0,39.0
JANOS,VARYS,5.0,3.0,0.0,8.0
JAQEN,RORGE,0.0,9.0,0.0,9.0
JAQEN,TYWIN,0.0,3.0,0.0,3.0
JAQEN,YOREN,0.0,2.0,0.0,2.0
JAREMY_RYKKER,JEOR,2.0,0.0,0.0,2.0
JAREMY_RYKKER,OTHELL_YARWYCK,2.0,0.0,0.0,2.0
JAREMY_RYKKER,PYP,2.0,0.0,0.0,2.0
JEOR,JOFFREY,2.0,0.0,0.0,2.0
JEOR,JON,60.0,37.0,2.0,99.0
JEOR,KARL_TANNER,0.0,0.0,8.0,8.0
JEOR,MAESTER_AEMON,9.0,0.0,0.0,9.0
JEOR,NED,3.0,0.0,0.0,3.0
JEOR,OTHELL_YARWYCK,6.0,0.0,0.0,6.0
JEOR,OTHOR,6.0,0.0,0.0,6.0
JEOR,PYP,10.0,0.0,0.0,10.0
JEOR,QHORIN,0.0,13.0,0.0,13.0
JEOR,RAST,0.0,0.0,19.0,19.0
JEOR,ROBERT,3.0,0.0,0.0,3.0
JEOR,SAM,17.0,10.0,10.0,37.0
JEOR,TYRION,15.0,2.0,0.0,17.0
JOANNA,TYRION,2.0,0.0,0.0,2.0
JOANNA,TYWIN,0.0,0.0,3.0,3.0
JOFFREY,JON,2.0,0.0,0.0,2.0
JOFFREY,LANCEL,0.0,12.0,0.0,12.0
JOFFREY,LITTLEFINGER,12.0,7.0,0.0,19.0
JOFFREY,LORAS,0.0,8.0,8.0,16.0
JOFFREY,MANDON,0.0,4.0,0.0,4.0
JOFFREY,MARGAERY,0.0,4.0,64.0,68.0
JOFFREY,MARILLION,14.0,0.0,0.0,14.0
JOFFREY,MATTHOS,0.0,2.0,0.0,2.0
JOFFREY,MERYN_TRANT,12.0,13.0,4.0,29.0
JOFFREY,MYCAH,10.0,0.0,0.0,10.0
JOFFREY,MYRCELLA,0.0,8.0,0.0,8.0
JOFFREY,NED,39.0,3.0,5.0,47.0
JOFFREY,OLENNA,0.0,0.0,8.0,8.0
JOFFREY,PODRICK,0.0,5.0,0.0,5.0
JOFFREY,PYCELLE,13.0,3.0,5.0,21.0
JOFFREY,RENLY,3.0,2.0,3.0,8.0
JOFFREY,ROBB,12.0,12.0,3.0,27.0
JOFFREY,ROBERT,28.0,5.0,0.0,33.0
JOFFREY,ROS,0.0,9.0,0.0,9.0
JOFFREY,SANSA,69.0,56.0,22.0,147.0
JOFFREY,SEPTA_MORDANE,5.0,0.0,0.0,5.0
JOFFREY,SHAE,0.0,2.0,3.0,5.0
JOFFREY,STANNIS,0.0,9.0,2.0,11.0
JOFFREY,TALISA,0.0,3.0,0.0,3.0
JOFFREY,TOMMEN,2.0,6.0,0.0,8.0
JOFFREY,TYRION,15.0,79.0,27.0,121.0
JOFFREY,TYWIN,3.0,9.0,49.0,61.0
JOFFREY,VARYS,15.0,7.0,4.0,26.0
JOFFREY,WILL,2.0,0.0,0.0,2.0
JOFFREY,YOREN,3.0,0.0,0.0,3.0
JOJEN,JON,0.0,0.0,5.0,5.0
JOJEN,MEERA,0.0,0.0,24.0,24.0
JOJEN,NED,0.0,0.0,3.0,3.0
JOJEN,ORELL,0.0,0.0,3.0,3.0
JOJEN,OSHA,0.0,0.0,28.0,28.0
JOJEN,RICKON,0.0,0.0,9.0,9.0
JOJEN,SAM,0.0,0.0,12.0,12.0
JOJEN,TORMUND,0.0,0.0,2.0,2.0
JOJEN,YGRITTE,0.0,0.0,2.0,2.0
JON,LORD_OF_BONES,0.0,12.0,3.0,15.0
JON,MAESTER_AEMON,28.0,0.0,0.0,28.0
JON,MANCE,0.0,5.0,36.0,41.0
JON,MEERA,0.0,0.0,2.0,2.0
JON,NED,29.0,4.0,3.0,36.0
JON,ORELL,0.0,0.0,37.0,37.0
JON,OSHA,0.0,0.0,3.0,3.0
JON,OTHELL_YARWYCK,5.0,0.0,0.0,5.0
JON,OTHOR,5.0,0.0,0.0,5.0
JON,PYP,42.0,0.0,5.0,47.0
JON,QHORIN,0.0,71.0,0.0,71.0
JON,QHORIN_HALFHAND,0.0,0.0,2.0,2.0
JON,RAST,7.0,0.0,0.0,7.0
JON,RICKON,0.0,0.0,2.0,2.0
JON,ROBB,25.0,0.0,0.0,25.0
JON,ROBERT,3.0,0.0,0.0,3.0
JON,RODRIK,2.0,0.0,0.0,2.0
JON,ROS,2.0,0.0,0.0,2.0
JON,SAM,121.0,39.0,8.0,168.0
JON,THEON,7.0,0.0,0.0,7.0
JON,TORMUND,0.0,0.0,34.0,34.0
JON,TYRION,45.0,0.0,0.0,45.0
JON,WILL,3.0,0.0,0.0,3.0
JON,YGRITTE,0.0,110.0,159.0,269.0
JONOS_BRACKEN,ROBB,5.0,0.0,0.0,5.0
JON_ARRYN,LITTLEFINGER,5.0,0.0,0.0,5.0
JON_ARRYN,LYSA,5.0,0.0,0.0,5.0
JON_ARRYN,NED,12.0,3.0,0.0,15.0
JON_ARRYN,PYCELLE,3.0,2.0,0.0,5.0
JON_ARRYN,ROBERT,7.0,2.0,0.0,9.0
JON_ARRYN,ROBIN,3.0,0.0,0.0,3.0
JON_ARRYN,VARYS,2.0,0.0,0.0,2.0
JORAH,KOVARRO,0.0,15.0,0.0,15.0
JORAH,KRAZNYS_MO_NAKLOZ,0.0,0.0,5.0,5.0
JORAH,LITTLE_BIRD,2.0,0.0,0.0,2.0
JORAH,MALAKKO,0.0,2.0,0.0,2.0
JORAH,MERO,0.0,0.0,6.0,6.0
JORAH,MIRRI_MAZ_DUUR,8.0,0.0,0.0,8.0
JORAH,MISSANDEI,0.0,0.0,13.0,13.0
JORAH,NED,2.0,0.0,0.0,2.0
JORAH,PRENDAHL,0.0,0.0,2.0,2.0
JORAH,PYATT_PREE,0.0,5.0,0.0,5.0
JORAH,QOTHO,5.0,0.0,0.0,5.0
JORAH,QUAITHE,0.0,18.0,0.0,18.0
JORAH,RAKHARO,30.0,0.0,0.0,30.0
JORAH,RHAEGO,3.0,0.0,0.0,3.0
JORAH,ROBERT,0.0,0.0,5.0,5.0
JORAH,SPICE_KING,0.0,3.0,0.0,3.0
JORAH,VARYS,2.0,0.0,0.0,2.0
JORAH,VISERYS,43.0,0.0,0.0,43.0
JORAH,WINE_MERCHANT,10.0,0.0,0.0,10.0
JORAH,XARO,0.0,12.0,0.0,12.0
JORY_CASSEL,LITTLEFINGER,7.0,0.0,0.0,7.0
JORY_CASSEL,MHAEGEN,2.0,0.0,0.0,2.0
JORY_CASSEL,NED,44.0,0.0,0.0,44.0
JORY_CASSEL,ROBERT,4.0,0.0,0.0,4.0
JORY_CASSEL,THEON,2.0,0.0,0.0,2.0
JOYEUSE,ROBB,0.0,0.0,4.0,4.0
JOYEUSE,ROSLIN,0.0,0.0,2.0,2.0
JOYEUSE,TALISA,0.0,0.0,4.0,4.0
JOYEUSE,WALDER,2.0,0.0,4.0,6.0
KARL_TANNER,RAST,0.0,0.0,2.0,2.0
KARL_TANNER,SAM,0.0,0.0,2.0,2.0
KEVAN,LEO_LEFFORD,2.0,0.0,0.0,2.0
KEVAN,SHAGGA,2.0,0.0,0.0,2.0
KEVAN,STANNIS,0.0,2.0,0.0,2.0
KEVAN,TYRION,14.0,0.0,0.0,14.0
KEVAN,TYWIN,12.0,9.0,0.0,21.0
KOVARRO,MALAKKO,0.0,3.0,0.0,3.0
KOVARRO,PYATT_PREE,0.0,3.0,0.0,3.0
KOVARRO,SPICE_KING,0.0,2.0,0.0,2.0
KOVARRO,XARO,0.0,10.0,0.0,10.0
KRAZNYS_MO_NAKLOZ,MISSANDEI,0.0,0.0,52.0,52.0
LANCEL,NED,4.0,0.0,0.0,4.0
LANCEL,RENLY,2.0,0.0,0.0,2.0
LANCEL,ROBERT,15.0,0.0,0.0,15.0
LANCEL,SANSA,0.0,4.0,0.0,4.0
LANCEL,SHAE,0.0,2.0,0.0,2.0
LANCEL,STANNIS,0.0,3.0,0.0,3.0
LANCEL,TOMMEN,0.0,2.0,0.0,2.0
LANCEL,TYRION,0.0,37.0,0.0,37.0
LEO_LEFFORD,TYRION,2.0,0.0,0.0,2.0
LITTLEFINGER,LORAS,2.0,15.0,0.0,17.0
LITTLEFINGER,MARGAERY,0.0,28.0,0.0,28.0
LITTLEFINGER,MHAEGEN,2.0,0.0,0.0,2.0
LITTLEFINGER,MOUNTAIN,6.0,0.0,0.0,6.0
LITTLEFINGER,MYRCELLA,0.0,2.0,0.0,2.0
LITTLEFINGER,NED,107.0,0.0,0.0,107.0
LITTLEFINGER,OLYVAR,0.0,0.0,3.0,3.0
LITTLEFINGER,PODRICK,0.0,0.0,2.0,2.0
LITTLEFINGER,PYCELLE,19.0,4.0,4.0,27.0
LITTLEFINGER,RENLY,17.0,20.0,0.0,37.0
LITTLEFINGER,ROBB,0.0,3.0,0.0,3.0
LITTLEFINGER,ROBERT,14.0,0.0,0.0,14.0
LITTLEFINGER,ROBIN,0.0,3.0,0.0,3.0
LITTLEFINGER,ROS,19.0,13.0,3.0,35.0
LITTLEFINGER,SANSA,22.0,9.0,36.0,67.0
LITTLEFINGER,SEPTA_MORDANE,4.0,0.0,0.0,4.0
LITTLEFINGER,SHAE,0.0,0.0,3.0,3.0
LITTLEFINGER,STANNIS,3.0,8.0,0.0,11.0
LITTLEFINGER,TYRION,6.0,33.0,28.0,67.0
LITTLEFINGER,TYWIN,4.0,28.0,4.0,36.0
LITTLEFINGER,VARYS,73.0,9.0,16.0,98.0
LITTLEFINGER,YOREN,2.0,0.0,0.0,2.0
LITTLE_SAM,GILLY,0.0,0.0,9.0,9.0
LITTLE_SAM,SAM,0.0,0.0,9.0,9.0
LOCKE,QYBURN,0.0,0.0,2.0,2.0
LOCKE,ROOSE_BOLTON,0.0,0.0,10.0,10.0
LOCKE,STEELSHANKS_WALTON,0.0,0.0,2.0,2.0
LOCKE,TYWIN,0.0,0.0,4.0,4.0
LOMMY,POLLIVER,0.0,6.0,0.0,6.0
LORAS,MACE,2.0,0.0,3.0,5.0
LORAS,MARGAERY,0.0,23.0,21.0,44.0
LORAS,MELISANDRE,0.0,2.0,0.0,2.0
LORAS,MOUNTAIN,4.0,0.0,0.0,4.0
LORAS,NED,4.0,0.0,0.0,4.0
LORAS,OLENNA,0.0,0.0,10.0,10.0
LORAS,OLYVAR,0.0,0.0,11.0,11.0
LORAS,PYCELLE,0.0,3.0,2.0,5.0
LORAS,RENLY,47.0,24.0,2.0,73.0
LORAS,ROBB,0.0,2.0,0.0,2.0
LORAS,ROBERT,3.0,0.0,0.0,3.0
LORAS,SANSA,4.0,0.0,31.0,35.0
LORAS,SHAE,0.0,0.0,2.0,2.0
LORAS,STANNIS,0.0,5.0,0.0,5.0
LORAS,TOMMEN,0.0,2.0,0.0,2.0
LORAS,TYRION,0.0,38.0,10.0,48.0
LORAS,TYWIN,0.0,3.0,9.0,12.0
LORD_OF_BONES,MANCE,0.0,0.0,4.0,4.0
LORD_OF_BONES,TORMUND,0.0,0.0,4.0,4.0
LORD_OF_BONES,YGRITTE,0.0,16.0,4.0,20.0
LOTHAR,ROBB,0.0,0.0,3.0,3.0
LOTHAR,ROSLIN,0.0,0.0,2.0,2.0
LOTHAR,TALISA,0.0,0.0,2.0,2.0
LOTHAR,WALDER,0.0,0.0,4.0,4.0
LUKE,PYP,2.0,0.0,0.0,2.0
LYANNA,NED,4.0,0.0,0.0,4.0
LYANNA,ROBERT,3.0,0.0,0.0,3.0
LYSA,MORD,5.0,0.0,0.0,5.0
LYSA,ROBIN,30.0,0.0,0.0,30.0
LYSA,TYRION,30.0,2.0,0.0,32.0
LYSA,TYWIN,0.0,0.0,2.0,2.0
LYSA,VARDIS_EGEN,7.0,0.0,0.0,7.0
LYSA,VARYS,0.0,0.0,2.0,2.0
MACE,MARGAERY,0.0,0.0,3.0,3.0
MACE,OLENNA,0.0,0.0,6.0,6.0
MAESTER_AEMON,PYP,6.0,0.0,0.0,6.0
MAESTER_AEMON,SAM,6.0,0.0,10.0,16.0
MAESTER_AEMON,TYRION,7.0,0.0,0.0,7.0
MAESTER_LUWIN,NED,5.0,0.0,0.0,5.0
MAESTER_LUWIN,OSHA,12.0,14.0,0.0,26.0
MAESTER_LUWIN,PORTAN,0.0,3.0,0.0,3.0
MAESTER_LUWIN,RICKON,0.0,4.0,0.0,4.0
MAESTER_LUWIN,ROBB,17.0,0.0,0.0,17.0
MAESTER_LUWIN,ROBERT,2.0,0.0,0.0,2.0
MAESTER_LUWIN,RODRIK,2.0,5.0,0.0,7.0
MAESTER_LUWIN,SANSA,2.0,0.0,0.0,2.0
MAESTER_LUWIN,THEON,13.0,48.0,0.0,61.0
MAESTER_LUWIN,TYRION,7.0,0.0,0.0,7.0
MAESTER_LUWIN,WINTERFELL_SHEPHERD,0.0,3.0,0.0,3.0
MALAKKO,XARO,0.0,3.0,0.0,3.0
MANCE,LORD_OF_BONES,0.0,3.0,0.0,3.0
MANCE,ORELL,0.0,0.0,10.0,10.0
MANCE,QHORIN,0.0,9.0,0.0,9.0
MANCE,TORMUND,0.0,0.0,14.0,14.0
MANCE,YGRITTE,0.0,6.0,10.0,16.0
MANDON,PODRICK,0.0,6.0,0.0,6.0
MANDON,TYRION,0.0,8.0,0.0,8.0
MAREI,TYRION,0.0,0.0,4.0,4.0
MARGAERY,OLENNA,0.0,0.0,21.0,21.0
MARGAERY,PYCELLE,0.0,0.0,2.0,2.0
MARGAERY,RENLY,0.0,35.0,4.0,39.0
MARGAERY,SANSA,0.0,0.0,63.0,63.0
MARGAERY,STANNIS,0.0,2.0,0.0,2.0
MARGAERY,TYRION,0.0,0.0,5.0,5.0
MARGAERY,TYWIN,0.0,2.0,4.0,6.0
MARILLION,MERYN_TRANT,2.0,0.0,0.0,2.0
MARILLION,RODRIK,5.0,0.0,0.0,5.0
MARILLION,TYRION,5.0,0.0,0.0,5.0
MARILLION,YOREN,2.0,0.0,0.0,2.0
MARTYN,ROBB,0.0,0.0,2.0,2.0
MARTYN,TALISA,0.0,0.0,12.0,12.0
MARTYN,WILLEM_LANNISTER,0.0,0.0,5.0,5.0
MASHA_HEDDLE,TYRION,5.0,0.0,0.0,5.0
MATTHOS,MELISANDRE,0.0,4.0,0.0,4.0
MATTHOS,ROBERT,0.0,2.0,0.0,2.0
MATTHOS,SALLADHOR,0.0,14.0,0.0,14.0
MATTHOS,STANNIS,0.0,21.0,0.0,21.0
MEERA,ORELL,0.0,0.0,3.0,3.0
MEERA,OSHA,0.0,0.0,34.0,34.0
MEERA,RICKON,0.0,0.0,13.0,13.0
MEERA,SAM,0.0,0.0,8.0,8.0
MEERA,TORMUND,0.0,0.0,2.0,2.0
MEERA,YGRITTE,0.0,0.0,2.0,2.0
MELESSA,SAM,2.0,2.0,0.0,4.0
MELISANDRE,RENLY,0.0,8.0,0.0,8.0
MELISANDRE,ROBERT,0.0,0.0,4.0,4.0
MELISANDRE,SELYSE,0.0,0.0,2.0,2.0
MELISANDRE,STANNIS,0.0,57.0,49.0,106.0
MELISANDRE,THOROS,0.0,0.0,14.0,14.0
MERO,MISSANDEI,0.0,0.0,6.0,6.0
MERO,PRENDAHL,0.0,0.0,13.0,13.0
MERRY,WALDER,0.0,0.0,3.0,3.0
MERYN_TRANT,NED,3.0,0.0,0.0,3.0
MERYN_TRANT,PODRICK,0.0,0.0,3.0,3.0
MERYN_TRANT,SANSA,10.0,10.0,0.0,20.0
MERYN_TRANT,SYRIO_FOREL,11.0,0.0,0.0,11.0
MERYN_TRANT,TARYN_MANT,0.0,0.0,8.0,8.0
MERYN_TRANT,TOMMEN,0.0,2.0,0.0,2.0
MERYN_TRANT,TYRION,0.0,13.0,10.0,23.0
MHAEGEN,NED,9.0,0.0,0.0,9.0
MHAEGEN,ROS,0.0,2.0,0.0,2.0
MIRRI_MAZ_DUUR,QOTHO,15.0,0.0,0.0,15.0
MIRRI_MAZ_DUUR,RAKHARO,4.0,0.0,0.0,4.0
MISSANDEI,PRENDAHL,0.0,0.0,3.0,3.0
MISSANDEI,RADZAI_MO_ERAZ,0.0,0.0,3.0,3.0
MORD,ROBIN,3.0,0.0,0.0,3.0
MORD,RODRIK,2.0,0.0,0.0,2.0
MORD,TYRION,31.0,0.0,0.0,31.0
MORD,VARDIS_EGEN,3.0,0.0,0.0,3.0
MOUNTAIN,NED,5.0,0.0,0.0,5.0
MOUNTAIN,POLLIVER,0.0,3.0,0.0,3.0
MOUNTAIN,ROBB,0.0,0.0,3.0,3.0
MOUNTAIN,ROBERT,4.0,0.0,0.0,4.0
MOUNTAIN,SANSA,4.0,0.0,0.0,4.0
MOUNTAIN,THOROS,0.0,0.0,2.0,2.0
MOUNTAIN,TYWIN,0.0,12.0,2.0,14.0
MYCAH,NED,3.0,0.0,0.0,3.0
MYCAH,SANSA,4.0,0.0,0.0,4.0
MYRANDA,RAMSAY,0.0,0.0,2.0,2.0
MYRANDA,THEON,0.0,0.0,12.0,12.0
MYRANDA,VIOLET,0.0,0.0,22.0,22.0
MYRCELLA,ROBERT,0.0,2.0,0.0,2.0
MYRCELLA,ROBIN,0.0,3.0,0.0,3.0
MYRCELLA,SANSA,0.0,5.0,0.0,5.0
